TimeOfStop, SubAgency, Description, State, VehicleType, Year, Make, Color, ViolationType, Article, ContributedToAccident, Race, Gender, DriverCity, DriverState, DLState, ArrestType
21:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 05 - Light Duty Truck, 1999, FORD, BLUE, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
9:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, JEEP, BLACK, Citation, Transportation Article, No, BLACK, F, BURTONSVILLE, MD, MD, A - Marked Patrol
19:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1998, MERCURY, SILVER, Citation, Transportation Article, No, BLACK, M, LANHAM, MD, IA, A - Marked Patrol
15:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, NISSAN, BLUE, Citation, Transportation Article, No, BLACK, F, LANDOVER, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 01 - Motorcycle, 1995, TOYOTA, TAN, Citation, Transportation Article, No, BLACK, F, BURTONSVILLE, MD, MD, A - Marked Patrol
10:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1990, ACURA, RED, Citation, Transportation Article, No, WHITE, M, ADELPHI, MD, XX, A - Marked Patrol
15:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 1999, JEEP, GREEN, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
12:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2010, HYUNDAI, RED, Citation, Transportation Article, No, WHITE, F, CLARKSBURG, MD, MD, A - Marked Patrol
15:00:00, 4th district Wheaton, SPEEDING, DC, 02 - Automobile, 2005, FORD, BLACK, Citation, Transportation Article, Yes, BLACK, M, WASHINGTON, DC, DC, A - Marked Patrol
19:00:00, 6th district Gaithersburg / Montgomery Village, SPEEDING, MD, 05 - Light Duty Truck, 2007, CHEVY, TAN, Citation, Transportation Article, No, WHITE, M, DARNESTOWN, MD, MD, Q - Marked Laser
2:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2003, TOYOTA, WHITE, Citation, Transportation Article, No, WHITE, M, GERMANTOWN, MD, MD, A - Marked Patrol
10:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, WA, 01 - Motorcycle, 2001, TOYOTA, GOLD, Citation, Transportation Article, No, OTHER, M, SILVER SPRING, MD, WA, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, RECKLESS DRIVING, MD, 02 - Automobile, 2008, MAZDA, BLACK, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, VA, 02 - Automobile, 2005, CHEV, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, VA, 02 - Automobile, 2005, CHEV, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
16:00:00, 1st district Rockville, PEDESTRIAN INFRACTION, XX, 28 - Other, 0, XX, N/A, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, XX, A - Marked Patrol
18:00:00, 1st district Rockville, PLATE VIOLATION, MD, 02 - Automobile, 2006, HOND, SILVER, Citation, Transportation Article, No, ASIAN, M, ROCKVILLE, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, FORD, BLUE, Citation, Transportation Article, No, BLACK, M, COLUMBIA, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, CHEVY, TAN, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
13:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2006, BMW, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
11:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2009, NISS, BLACK, Citation, Transportation Article, No, BLACK, F, FORESTVILLE, MD, MD, A - Marked Patrol
23:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, VA, 02 - Automobile, 1999, HONDA, GREEN, Citation, Transportation Article, No, BLACK, F, ANNANDALE, VA, VA, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, VA, 02 - Automobile, 2005, CHEV, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2002, DODG, SILVER, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
19:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 1996, CHEV, PURPLE, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
10:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2002, BUICK, BLUE, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2002, DODG, SILVER, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 6th district Gaithersburg / Montgomery Village, LEARNING DRIVER WITHOUT SUPERVISION, MD, 02 - Automobile, 2002, DODG, SILVER, Citation, Transportation Article, No, WHITE, F, SILVER SPRING, MD, MD, A - Marked Patrol
15:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1999, SAAB, BLUE, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
16:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 1997, HONDA, BLUE, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
17:00:00, 3rd district Silver Spring, SPEEDING, MD, 02 - Automobile, 2008, CADI, GOLD, Citation, Transportation Article, No, BLACK, M, GAITHERSBURG, MD, MD, A - Marked Patrol
3:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2006, LEXUS, GRAY, Citation, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2004, ACURA, RED, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
13:00:00, 4th district Wheaton, SPEEDING, MD, 02 - Automobile, 2010, TOYOTA, GREEN, Warning, Transportation Article, No, WHITE, F, DERWOOD, MD, MD, Q - Marked Laser
9:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 05 - Light Duty Truck, 2000, FORD, RED, Citation, Transportation Article, No, HISPANIC, M, ROCKVILLE, MD, MD, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2002, TOYT, SILVER, Citation, Transportation Article, No, HISPANIC, M, FREDERICK, MD, MD, A - Marked Patrol
14:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1999, CHEV, WHITE, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2002, NISSAN, BLUE LIGHT, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, TOYOTA, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, VA, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, TOYOTA, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, VA, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2014, TOYOTA, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, VA, A - Marked Patrol
9:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2002, DODG, SILVER, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 2014, TOYOTA, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, VA, A - Marked Patrol
8:00:00, 2nd district Bethesda, DISOBEY TRAFFIC CONTROL, MD, 05 - Light Duty Truck, 2011, NISS, WHITE, Citation, Transportation Article, No, HISPANIC, M, FREDERICK, MD, MD, A - Marked Patrol
10:00:00, 4th district Wheaton, PLATE VIOLATION, MD, 02 - Automobile, 1994, TOYOTA, TAN, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
21:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2009, HONDA, BLUE, Citation, Transportation Article, Yes, WHITE, F, OLNEY, MD, MD, A - Marked Patrol
1:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2014, JEEP, BLACK, Citation, Transportation Article, No, ASIAN, M, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, TOYOTA, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, DC, A - Marked Patrol
0:00:00, 2nd district Bethesda, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1990, LEXUS, TAN, Citation, Transportation Article, No, WHITE, M, GERMANTOWN, MD, MD, A - Marked Patrol
23:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1999, FORD, RED, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, XX, A - Marked Patrol
16:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MA, 02 - Automobile, 2012, CRUZ, SILVER, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
15:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2008, HONDA, GRAY, Citation, Transportation Article, No, BLACK, M, ROCKVILLE, MD, MD, A - Marked Patrol
7:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 1998, HOND, BLACK, Citation, Transportation Article, Yes, HISPANIC, M, GAITHERSBURG, MD, MD, A - Marked Patrol
2:00:00, 6th district Gaithersburg / Montgomery Village, MINOR INFRACTION, MD, 02 - Automobile, 2014, TOYOTA, SILVER, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, VA, A - Marked Patrol
0:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2003, FORD, WHITE, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
10:00:00, 5th district Germantown, MINOR INFRACTION, MD, 02 - Automobile, 2002, NISSAN, RED, Citation, Transportation Article, No, WHITE, M, GERMANTOWN, MD, MD, A - Marked Patrol
11:00:00, 2nd district Bethesda, PHONE RELATED, MD, 05 - Light Duty Truck, 2013, HOND, BLACK, Citation, Transportation Article, No, WHITE, F, DARNESTOWN, MD, MD, A - Marked Patrol
7:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 2013, HONDA, GRAY, Citation, Transportation Article, No, OTHER, F, FULTON, MD, MD, Q - Marked Laser
8:00:00, 6th district Gaithersburg / Montgomery Village, DISOBEY TRAFFIC CONTROL, MD, 02 - Automobile, 2005, FORD, WHITE, Citation, Transportation Article, No, ASIAN, M, GAITHERSBURG, MD, MD, A - Marked Patrol
8:00:00, 2nd district Bethesda, SPEEDING, VA, 02 - Automobile, 2017, SUBARU, RED, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, Q - Marked Laser
8:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 2003, BMW, SILVER, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, Q - Marked Laser
8:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 2004, ACURA, SILVER, Citation, Transportation Article, No, OTHER, M, LANHAM, MD, MD, Q - Marked Laser
1:00:00, 2nd district Bethesda, MINOR INFRACTION, MD, 02 - Automobile, 2014, HYANDAI, BLACK, Citation, Transportation Article, No, OTHER, M, POTOMAC, MD, MD, A - Marked Patrol
11:00:00, 2nd district Bethesda, RECKLESS DRIVING, MD, 02 - Automobile, 2004, HONDA, BEIGE, Citation, Transportation Article, Yes, WHITE, F, BETHESDA, MD, MD, A - Marked Patrol
2:00:00, 5th district Germantown, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2007, FORD, BLUE, Citation, Transportation Article, No, WHITE, M, CLARKSBURG, MD, MD, A - Marked Patrol
3:00:00, 6th district Gaithersburg / Montgomery Village, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2006, CHRY, MAROON, Citation, Transportation Article, Yes, WHITE, M, GAITHERSBURG, MD, MD, A - Marked Patrol
0:00:00, 2nd district Bethesda, MINOR INFRACTION, MA, 02 - Automobile, 2013, HYUN, SILVER, Citation, Transportation Article, No, ASIAN, M, ANCHORAGE, AK, AK, A - Marked Patrol
6:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2008, KIA, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2009, TOYOTA, GRAY, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 3rd district Silver Spring, MINOR INFRACTION, DC, 02 - Automobile, 2016, TOYOYTA, RED, Citation, Transportation Article, No, OTHER, U, WASHINGTON, DC, MD, A - Marked Patrol
7:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2006, TOYOTA, WHITE, Citation, Transportation Article, No, BLACK, F, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2017, TOYOTA, GRAY, Citation, Transportation Article, No, OTHER, U, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 1998, NISSAN, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
7:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 1998, TOYOTA, TAN, Citation, Transportation Article, No, BLACK, M, HYATTSVILLE, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2009, CHEV, SILVER, Citation, Transportation Article, No, WHITE, F, OLNEY, MD, MD, A - Marked Patrol
11:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2012, LEXUS, TAN, Citation, Transportation Article, No, ASIAN, M, MONTGOMERY VILLAGE, MD, MD, A - Marked Patrol
23:00:00, 4th district Wheaton, VEHICLE OR EQUIPMENT VIOLATION, MD, 02 - Automobile, 1998, HONDA, BLACK, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
10:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2012, TOYOTA, BLACK, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
7:00:00, 4th district Wheaton, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 1996, HONDA, SILVER, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
0:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2011, NISSAN, BLACK, Citation, Transportation Article, No, BLACK, M, GLENN DALE, MD, MD, A - Marked Patrol
9:00:00, 6th district Gaithersburg / Montgomery Village, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2000, HONDA, GRAY, Citation, Transportation Article, No, BLACK, M, GERMANTOWN, MD, MD, A - Marked Patrol
18:00:00, 2nd district Bethesda, SPEEDING, MD, 02 - Automobile, 1999, TOYOTA, WHITE, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2014, BMW, BLACK, Citation, Transportation Article, No, BLACK, M, SILVER SPRING, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 1998, FORD, BLUE, Citation, Transportation Article, No, OTHER, F, TAKOMA PARK, MD, MD, A - Marked Patrol
18:00:00, 4th district Wheaton, RECKLESS DRIVING, MD, 02 - Automobile, 2007, CHEVY, WHITE, Citation, Transportation Article, No, WHITE, F, MIDDLE RIVER, MD, MD, A - Marked Patrol
0:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2001, HOND, GOLD, Citation, Transportation Article, No, BLACK, M, SALISBURY, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 01 - Motorcycle, 1998, DODGE, RED, Citation, Transportation Article, No, BLACK, M, TAKOMA PARK, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, RECKLESS DRIVING, MD, 02 - Automobile, 2013, HONDA, GREEN, Citation, Transportation Article, No, HISPANIC, M, BLADENSBURG, MD, MD, A - Marked Patrol
10:00:00, 1st district Rockville, ACCIDENT RELATED, MD, 02 - Automobile, 2009, CHRYSLER, WHITE, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
10:00:00, 6th district Gaithersburg / Montgomery Village, SPEEDING, MD, 02 - Automobile, 2006, HYUN, BLACK, Citation, Transportation Article, No, BLACK, M, NORTH POTOMAC, MD, MD, Q - Marked Laser
15:00:00, 6th district Gaithersburg / Montgomery Village, ACCIDENT RELATED, MD, 02 - Automobile, 1994, CHRYSLER, GREEN, Citation, Transportation Article, Yes, WHITE, M, GERMANTOWN, MD, MD, A - Marked Patrol
20:00:00, 4th district Wheaton, DISOBEY TRAFFIC CONTROL, MD, 06 - Heavy Duty Truck, 2000, FORD, WHITE, Citation, Transportation Article, No, HISPANIC, M, SILVER SPRING, MD, MD, A - Marked Patrol
11:00:00, 3rd district Silver Spring, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2007, HUMMER, GRAY, Citation, Transportation Article, No, WHITE, F, GAITHERSBURG, MD, MD, A - Marked Patrol
18:00:00, 3rd district Silver Spring, PLATE VIOLATION, MD, 28 - Other, 2002, GMC, BLACK, Citation, Transportation Article, No, HISPANIC, M, COLLEGE PARK, MD, MD, A - Marked Patrol
12:00:00, 5th district Germantown, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2012, HONDA, BLACK, Citation, Transportation Article, No, HISPANIC, M, GERMANTOWN, MD, MD, A - Marked Patrol
17:00:00, 1st district Rockville, LICENSE OR REGISTRATION RELATED, MD, 02 - Automobile, 2004, CHEV, TAN, Citation, Transportation Article, No, WHITE, M, ROCKVILLE, MD, MD, A - Marked Patrol
21:00:00, 3rd district Silver Spring, VEHICLE OR EQUIPMENT VIOLATION, DC, 02 - Automobile, 1996, BUICK, WHITE, Citation, Transportation Article, No, BLACK, M, WASHINGTON, DC, DC, A - Marked Patrol
8:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2007, MERCEDES, BLUE, Citation, Transportation Article, No, BLACK, F, BURTONSVILLE, MD, MD, A - Marked Patrol
8:00:00, 3rd district Silver Spring, MINOR INFRACTION, MD, 02 - Automobile, 2004, CHEVY, WHITE, Citation, Transportation Article, No, OTHER, U, SILVER SPRING, MD, MD, A - Marked Patrol
22:00:00, 4th district Wheaton, MINOR INFRACTION, MD, 02 - Automobile, 2001, MITSUBUSHI, BLACK, Citation, Transportation Article, No, ASIAN, M, ROCKVILLE, MD, MD, A - Marked Patrol
15:00:00, 3rd district Silver Spring, IMPAIRED BY DRUGS OR ALCOHOL, MD, 02 - Automobile, 2003, MERC, GRAY, Citation, Transportation Article, No, WHITE, M, SILVER SPRING, MD, MD, A - Marked Patrol
18:00:00, 2nd district Bethesda, DISOBEY TRAFFIC CONTROL, VA, 02 - Automobile, 2014, JEEP, GRAY, Citation, Transportation Article, No, BLACK, M, BELLE MEAD, NJ, NJ, A - Marked Patrol
3:00:00, 2nd district Bethesda, IMPAIRED BY DRUGS OR ALCOHOL, MD, 01 - Motorcycle, 2013, KIA, SILVER, Citation, Transportation Article, No, WHITE, M, BETHESDA, MD, MD, A - Marked Patrol
